,location,trap_type,date_start,date_stop,count,days_off,year,month,doy,days_out
11594,Concord,CEW BLT,18/5/2015,20/5/2015,0,3,2015,5,138,2
11595,Concord,CEW Pheromone,18/5/2015,20/5/2015,0,3,2015,5,138,2
11596,Dover,CEW BLT,18/5/2015,20/5/2015,0,3,2015,5,138,2
11597,Dover,CEW Pheromone,18/5/2015,20/5/2015,0,3,2015,5,138,2
11598,Georgetown,CEW BLT,18/5/2015,20/5/2015,0,3,2015,5,138,2
11599,Georgetown,CEW Pheromone,18/5/2015,20/5/2015,0,3,2015,5,138,2
11600,Harrington,CEW BLT,18/5/2015,20/5/2015,0,3,2015,5,138,2
11601,Harrington,CEW Pheromone,18/5/2015,20/5/2015,0,3,2015,5,138,2
11602,Laurel,CEW BLT,18/5/2015,20/5/2015,0,3,2015,5,138,2
11603,Laurel,CEW Pheromone,18/5/2015,20/5/2015,0.33,3,2015,5,138,2
11604,Milford,CEW BLT,18/5/2015,20/5/2015,0,3,2015,5,138,2
11605,Milford,CEW Pheromone,18/5/2015,20/5/2015,0,3,2015,5,138,2
11606,Rising Sun,CEW BLT,18/5/2015,20/5/2015,0,3,2015,5,138,2
11607,Rising Sun,CEW Pheromone,18/5/2015,20/5/2015,0,3,2015,5,138,2
11608,Seaford,CEW BLT,18/5/2015,20/5/2015,0,3,2015,5,138,2
11609,Seaford,CEW Pheromone,18/5/2015,20/5/2015,0,3,2015,5,138,2
11610,Wyoming,CEW BLT,18/5/2015,20/5/2015,0,3,2015,5,138,2
11611,Wyoming,CEW Pheromone,18/5/2015,20/5/2015,0,3,2015,5,138,2
11612,Bridgeville,CEW BLT,21/5/2015,24/5/2015,0,4,2015,5,141,3
11613,Bridgeville,CEW Pheromone,21/5/2015,24/5/2015,0.25,4,2015,5,141,3
11614,Concord,CEW BLT,21/5/2015,24/5/2015,0,4,2015,5,141,3
11615,Concord,CEW Pheromone,21/5/2015,24/5/2015,0,4,2015,5,141,3
11616,Dover,CEW BLT,21/5/2015,24/5/2015,0,4,2015,5,141,3
11617,Dover,CEW Pheromone,21/5/2015,24/5/2015,0,4,2015,5,141,3
11618,Georgetown,CEW BLT,21/5/2015,24/5/2015,0,4,2015,5,141,3
11619,Georgetown,CEW Pheromone,21/5/2015,24/5/2015,0,4,2015,5,141,3
11620,Harrington,CEW BLT,21/5/2015,24/5/2015,0,4,2015,5,141,3
11621,Harrington,CEW Pheromone,21/5/2015,24/5/2015,0.25,4,2015,5,141,3
11622,Laurel,CEW BLT,21/5/2015,24/5/2015,0,4,2015,5,141,3
11623,Laurel,CEW Pheromone,21/5/2015,24/5/2015,0.25,4,2015,5,141,3
11624,Milford,CEW BLT,21/5/2015,24/5/2015,0,4,2015,5,141,3
11625,Milford,CEW Pheromone,21/5/2015,24/5/2015,0,4,2015,5,141,3
11626,Rising Sun,CEW BLT,21/5/2015,24/5/2015,0,4,2015,5,141,3
11627,Rising Sun,CEW Pheromone,21/5/2015,24/5/2015,0,4,2015,5,141,3
11628,Seaford,CEW BLT,21/5/2015,24/5/2015,0,4,2015,5,141,3
11629,Seaford,CEW Pheromone,21/5/2015,24/5/2015,0,4,2015,5,141,3
11630,Wyoming,CEW BLT,21/5/2015,24/5/2015,0,4,2015,5,141,3
11631,Wyoming,CEW Pheromone,21/5/2015,24/5/2015,0,4,2015,5,141,3
11632,Bridgeville,CEW BLT,25/5/2015,27/5/2015,0,3,2015,5,145,2
11633,Bridgeville,CEW Pheromone,25/5/2015,27/5/2015,0.66,3,2015,5,145,2
11634,Concord,CEW BLT,25/5/2015,27/5/2015,0,3,2015,5,145,2
11635,Concord,CEW Pheromone,25/5/2015,27/5/2015,0,3,2015,5,145,2
11636,Dover,CEW BLT,25/5/2015,27/5/2015,0,3,2015,5,145,2
11637,Dover,CEW Pheromone,25/5/2015,27/5/2015,0.33,3,2015,5,145,2
11638,Georgetown,CEW BLT,25/5/2015,27/5/2015,0,3,2015,5,145,2
11639,Georgetown,CEW Pheromone,25/5/2015,27/5/2015,0.33,3,2015,5,145,2
11640,Harrington,CEW BLT,25/5/2015,27/5/2015,0,3,2015,5,145,2
11641,Harrington,CEW Pheromone,25/5/2015,27/5/2015,0,3,2015,5,145,2
11642,Laurel,CEW BLT,25/5/2015,27/5/2015,0,3,2015,5,145,2
11643,Laurel,CEW Pheromone,25/5/2015,27/5/2015,1.33,3,2015,5,145,2
11644,Milford,CEW BLT,25/5/2015,27/5/2015,0,3,2015,5,145,2
11645,Milford,CEW Pheromone,25/5/2015,27/5/2015,0,3,2015,5,145,2
11646,Rising Sun,CEW BLT,25/5/2015,27/5/2015,0,3,2015,5,145,2
11647,Rising Sun,CEW Pheromone,25/5/2015,27/5/2015,0,3,2015,5,145,2
11648,Seaford,CEW BLT,25/5/2015,27/5/2015,0,3,2015,5,145,2
11649,Seaford,CEW Pheromone,25/5/2015,27/5/2015,0,3,2015,5,145,2
11650,Wyoming,CEW BLT,25/5/2015,27/5/2015,0,3,2015,5,145,2
11651,Wyoming,CEW Pheromone,25/5/2015,27/5/2015,0,3,2015,5,145,2
11652,Bridgeville,CEW BLT,28/5/2015,31/5/2015,0.25,4,2015,5,148,3
11653,Bridgeville,CEW Pheromone,28/5/2015,31/5/2015,3.75,4,2015,5,148,3
11654,Concord,CEW BLT,28/5/2015,31/5/2015,0.25,4,2015,5,148,3
11655,Concord,CEW Pheromone,28/5/2015,31/5/2015,2,4,2015,5,148,3
11656,Dover,CEW BLT,28/5/2015,31/5/2015,0,4,2015,5,148,3
11657,Dover,CEW Pheromone,28/5/2015,31/5/2015,0.5,4,2015,5,148,3
11658,Georgetown,CEW BLT,28/5/2015,31/5/2015,0,4,2015,5,148,3
11659,Georgetown,CEW Pheromone,28/5/2015,31/5/2015,2.25,4,2015,5,148,3
11660,Harrington,CEW BLT,28/5/2015,31/5/2015,0,4,2015,5,148,3
11661,Harrington,CEW Pheromone,28/5/2015,31/5/2015,0,4,2015,5,148,3
11662,Laurel,CEW BLT,28/5/2015,31/5/2015,0.25,4,2015,5,148,3
11663,Laurel,CEW Pheromone,28/5/2015,31/5/2015,13.5,4,2015,5,148,3
11664,Milford,CEW BLT,28/5/2015,31/5/2015,0,4,2015,5,148,3
11665,Milford,CEW Pheromone,28/5/2015,31/5/2015,1.25,4,2015,5,148,3
11666,Rising Sun,CEW BLT,28/5/2015,31/5/2015,0,4,2015,5,148,3
11667,Rising Sun,CEW Pheromone,28/5/2015,31/5/2015,0,4,2015,5,148,3
11668,Seaford,CEW BLT,28/5/2015,31/5/2015,0,4,2015,5,148,3
11669,Seaford,CEW Pheromone,28/5/2015,31/5/2015,3,4,2015,5,148,3
11670,Wyoming,CEW BLT,28/5/2015,31/5/2015,0,4,2015,5,148,3
11671,Wyoming,CEW Pheromone,28/5/2015,31/5/2015,0.5,4,2015,5,148,3
11672,Bridgeville,CEW BLT,1/6/2015,3/6/2015,0.33,3,2015,6,152,2
11673,Bridgeville,CEW Pheromone,1/6/2015,3/6/2015,1.33,3,2015,6,152,2
11674,Concord,CEW BLT,1/6/2015,3/6/2015,0,3,2015,6,152,2
11675,Concord,CEW Pheromone,1/6/2015,3/6/2015,0,3,2015,6,152,2
11676,Dover,CEW BLT,1/6/2015,3/6/2015,0,3,2015,6,152,2
11677,Dover,CEW Pheromone,1/6/2015,3/6/2015,0,3,2015,6,152,2
11678,Georgetown,CEW BLT,1/6/2015,3/6/2015,0,3,2015,6,152,2
11679,Georgetown,CEW Pheromone,1/6/2015,3/6/2015,0.33,3,2015,6,152,2
11680,Harrington,CEW BLT,1/6/2015,3/6/2015,0,3,2015,6,152,2
11681,Harrington,CEW Pheromone,1/6/2015,3/6/2015,2.66,3,2015,6,152,2
11682,Laurel,CEW BLT,1/6/2015,3/6/2015,0.33,3,2015,6,152,2
11683,Laurel,CEW Pheromone,1/6/2015,3/6/2015,2,3,2015,6,152,2
11684,Milford,CEW BLT,1/6/2015,3/6/2015,0,3,2015,6,152,2
11685,Milford,CEW Pheromone,1/6/2015,3/6/2015,1.33,3,2015,6,152,2
11686,Rising Sun,CEW BLT,1/6/2015,3/6/2015,0.33,3,2015,6,152,2
11687,Rising Sun,CEW Pheromone,1/6/2015,3/6/2015,0,3,2015,6,152,2
11688,Seaford,CEW BLT,1/6/2015,3/6/2015,0,3,2015,6,152,2
11689,Seaford,CEW Pheromone,1/6/2015,3/6/2015,0.33,3,2015,6,152,2
11690,Wyoming,CEW BLT,1/6/2015,3/6/2015,0,3,2015,6,152,2
11691,Wyoming,CEW Pheromone,1/6/2015,3/6/2015,0,3,2015,6,152,2
11692,Bridgeville,CEW BLT,4/6/2015,7/6/2015,0.25,4,2015,6,155,3
11693,Bridgeville,CEW Pheromone,4/6/2015,7/6/2015,3.5,4,2015,6,155,3
11694,Concord,CEW BLT,4/6/2015,7/6/2015,0,4,2015,6,155,3
11695,Concord,CEW Pheromone,4/6/2015,7/6/2015,0.5,4,2015,6,155,3
11696,Dover,CEW BLT,4/6/2015,7/6/2015,0.25,4,2015,6,155,3
11697,Dover,CEW Pheromone,4/6/2015,7/6/2015,0,4,2015,6,155,3
11698,Georgetown,CEW BLT,4/6/2015,7/6/2015,0,4,2015,6,155,3
11699,Georgetown,CEW Pheromone,4/6/2015,7/6/2015,0.25,4,2015,6,155,3
11700,Harrington,CEW BLT,4/6/2015,7/6/2015,0,4,2015,6,155,3
11701,Harrington,CEW Pheromone,4/6/2015,7/6/2015,1.25,4,2015,6,155,3
11702,Laurel,CEW BLT,4/6/2015,7/6/2015,0.25,4,2015,6,155,3
11703,Laurel,CEW Pheromone,4/6/2015,7/6/2015,3.75,4,2015,6,155,3
11704,Milford,CEW BLT,4/6/2015,7/6/2015,0,4,2015,6,155,3
11705,Milford,CEW Pheromone,4/6/2015,7/6/2015,0,4,2015,6,155,3
11706,Rising Sun,CEW BLT,4/6/2015,7/6/2015,0,4,2015,6,155,3
11707,Rising Sun,CEW Pheromone,4/6/2015,7/6/2015,0,4,2015,6,155,3
11708,Seaford,CEW BLT,4/6/2015,7/6/2015,0,4,2015,6,155,3
11709,Seaford,CEW Pheromone,4/6/2015,7/6/2015,0.25,4,2015,6,155,3
11710,Wyoming,CEW BLT,4/6/2015,7/6/2015,0,4,2015,6,155,3
11711,Wyoming,CEW Pheromone,4/6/2015,7/6/2015,0.25,4,2015,6,155,3
11712,Bridgeville,CEW BLT,8/6/2015,10/6/2015,0,3,2015,6,159,2
11713,Bridgeville,CEW Pheromone,8/6/2015,10/6/2015,4,3,2015,6,159,2
11714,Concord,CEW BLT,8/6/2015,10/6/2015,0.33,3,2015,6,159,2
11715,Concord,CEW Pheromone,8/6/2015,10/6/2015,0.33,3,2015,6,159,2
11716,Dover,CEW BLT,8/6/2015,10/6/2015,0.33,3,2015,6,159,2
11717,Dover,CEW Pheromone,8/6/2015,10/6/2015,0.66,3,2015,6,159,2
11718,Georgetown,CEW BLT,8/6/2015,10/6/2015,0,3,2015,6,159,2
11719,Georgetown,CEW Pheromone,8/6/2015,10/6/2015,2.33,3,2015,6,159,2
11720,Harrington,CEW BLT,8/6/2015,10/6/2015,0.33,3,2015,6,159,2
11721,Harrington,CEW Pheromone,8/6/2015,10/6/2015,3.33,3,2015,6,159,2
11722,Laurel,CEW BLT,8/6/2015,10/6/2015,0.33,3,2015,6,159,2
11723,Milford,CEW BLT,8/6/2015,10/6/2015,0,3,2015,6,159,2
11724,Milford,CEW Pheromone,8/6/2015,10/6/2015,0,3,2015,6,159,2
11725,Rising Sun,CEW BLT,8/6/2015,10/6/2015,0,3,2015,6,159,2
11726,Rising Sun,CEW Pheromone,8/6/2015,10/6/2015,0,3,2015,6,159,2
11727,Seaford,CEW BLT,8/6/2015,10/6/2015,0.33,3,2015,6,159,2
11728,Seaford,CEW Pheromone,8/6/2015,10/6/2015,0.33,3,2015,6,159,2
11729,Wyoming,CEW BLT,8/6/2015,10/6/2015,0.33,3,2015,6,159,2
11730,Wyoming,CEW Pheromone,8/6/2015,10/6/2015,0,3,2015,6,159,2
11731,Bridgeville,CEW BLT,11/6/2015,14/6/2015,0.25,4,2015,6,162,3
11732,Bridgeville,CEW Pheromone,11/6/2015,14/6/2015,1.75,4,2015,6,162,3
11733,Concord,CEW BLT,11/6/2015,14/6/2015,0,4,2015,6,162,3
11734,Concord,CEW Pheromone,11/6/2015,14/6/2015,0,4,2015,6,162,3
11735,Dover,CEW BLT,11/6/2015,14/6/2015,0.25,4,2015,6,162,3
11736,Dover,CEW Pheromone,11/6/2015,14/6/2015,1.25,4,2015,6,162,3
11737,Georgetown,CEW BLT,11/6/2015,14/6/2015,0.25,4,2015,6,162,3
11738,Georgetown,CEW Pheromone,11/6/2015,14/6/2015,0.5,4,2015,6,162,3
11739,Harrington,CEW BLT,11/6/2015,14/6/2015,0.25,4,2015,6,162,3
11740,Harrington,CEW Pheromone,11/6/2015,14/6/2015,3,4,2015,6,162,3
11741,Laurel,CEW BLT,11/6/2015,14/6/2015,0,4,2015,6,162,3
11742,Laurel,CEW Pheromone,11/6/2015,14/6/2015,1,4,2015,6,162,3
11743,Milford,CEW BLT,11/6/2015,14/6/2015,0,4,2015,6,162,3
11744,Milford,CEW Pheromone,11/6/2015,14/6/2015,0,4,2015,6,162,3
11745,Rising Sun,CEW BLT,11/6/2015,14/6/2015,0.25,4,2015,6,162,3
11746,Rising Sun,CEW Pheromone,11/6/2015,14/6/2015,0,4,2015,6,162,3
11747,Seaford,CEW BLT,11/6/2015,14/6/2015,0,4,2015,6,162,3
11748,Seaford,CEW Pheromone,11/6/2015,14/6/2015,0,4,2015,6,162,3
11749,Wyoming,CEW BLT,11/6/2015,14/6/2015,0,4,2015,6,162,3
11750,Wyoming,CEW Pheromone,11/6/2015,14/6/2015,1.25,4,2015,6,162,3
11751,Bridgeville,CEW BLT,15/6/2015,17/6/2015,0,3,2015,6,166,2
11752,Bridgeville,CEW Pheromone,15/6/2015,17/6/2015,0.66,3,2015,6,166,2
11753,Concord,CEW BLT,15/6/2015,17/6/2015,0,3,2015,6,166,2
11754,Concord,CEW Pheromone,15/6/2015,17/6/2015,0,3,2015,6,166,2
11755,Dover,CEW BLT,15/6/2015,17/6/2015,0.33,3,2015,6,166,2
11756,Dover,CEW Pheromone,15/6/2015,17/6/2015,1.33,3,2015,6,166,2
11757,Georgetown,CEW BLT,15/6/2015,17/6/2015,0,3,2015,6,166,2
11758,Georgetown,CEW Pheromone,15/6/2015,17/6/2015,0.33,3,2015,6,166,2
11759,Harrington,CEW BLT,15/6/2015,17/6/2015,0.33,3,2015,6,166,2
11760,Harrington,CEW Pheromone,15/6/2015,17/6/2015,1,3,2015,6,166,2
11761,Laurel,CEW BLT,15/6/2015,17/6/2015,0.33,3,2015,6,166,2
11762,Laurel,CEW Pheromone,15/6/2015,17/6/2015,0.33,3,2015,6,166,2
11763,Milford,CEW BLT,15/6/2015,17/6/2015,0,3,2015,6,166,2
11764,Milford,CEW Pheromone,15/6/2015,17/6/2015,0,3,2015,6,166,2
11765,Rising Sun,CEW BLT,15/6/2015,17/6/2015,0,3,2015,6,166,2
11766,Rising Sun,CEW Pheromone,15/6/2015,17/6/2015,0,3,2015,6,166,2
11767,Seaford,CEW BLT,15/6/2015,17/6/2015,0.33,3,2015,6,166,2
11768,Seaford,CEW Pheromone,15/6/2015,17/6/2015,0,3,2015,6,166,2
11769,Wyoming,CEW BLT,15/6/2015,17/6/2015,0,3,2015,6,166,2
11770,Wyoming,CEW Pheromone,15/6/2015,17/6/2015,0,3,2015,6,166,2
11771,Bridgeville,CEW BLT,18/6/2015,21/6/2015,0.25,4,2015,6,169,3
11772,Bridgeville,CEW Pheromone,18/6/2015,21/6/2015,0,4,2015,6,169,3
11773,Concord,CEW BLT,18/6/2015,21/6/2015,0.25,4,2015,6,169,3
11774,Concord,CEW Pheromone,18/6/2015,21/6/2015,0,4,2015,6,169,3
11775,Dover,CEW BLT,18/6/2015,21/6/2015,25,4,2015,6,169,3
11776,Dover,CEW Pheromone,18/6/2015,21/6/2015,0.5,4,2015,6,169,3
11777,Georgetown,CEW BLT,18/6/2015,21/6/2015,0.25,4,2015,6,169,3
11778,Georgetown,CEW Pheromone,18/6/2015,21/6/2015,0,4,2015,6,169,3
11779,Harrington,CEW BLT,18/6/2015,21/6/2015,0,4,2015,6,169,3
11780,Harrington,CEW Pheromone,18/6/2015,21/6/2015,0.25,4,2015,6,169,3
11781,Laurel,CEW BLT,18/6/2015,21/6/2015,0.25,4,2015,6,169,3
11782,Laurel,CEW Pheromone,18/6/2015,21/6/2015,1.75,4,2015,6,169,3
11783,Milford,CEW BLT,18/6/2015,21/6/2015,0.25,4,2015,6,169,3
11784,Milford,CEW Pheromone,18/6/2015,21/6/2015,0,4,2015,6,169,3
11785,Rising Sun,CEW BLT,18/6/2015,21/6/2015,0,4,2015,6,169,3
11786,Rising Sun,CEW Pheromone,18/6/2015,21/6/2015,0.25,4,2015,6,169,3
11787,Seaford,CEW BLT,18/6/2015,21/6/2015,0,4,2015,6,169,3
11788,Seaford,CEW Pheromone,18/6/2015,21/6/2015,0,4,2015,6,169,3
11789,Wyoming,CEW BLT,18/6/2015,21/6/2015,0,4,2015,6,169,3
11790,Wyoming,CEW Pheromone,18/6/2015,21/6/2015,0.5,4,2015,6,169,3
11791,Bridgeville,CEW BLT,22/6/2015,24/6/2015,0,3,2015,6,173,2
11792,Bridgeville,CEW Pheromone,22/6/2015,24/6/2015,0.66,3,2015,6,173,2
11793,Concord,CEW BLT,22/6/2015,24/6/2015,0,3,2015,6,173,2
11794,Concord,CEW Pheromone,22/6/2015,24/6/2015,0.66,3,2015,6,173,2
11795,Dover,CEW BLT,22/6/2015,24/6/2015,0.33,3,2015,6,173,2
11796,Dover,CEW Pheromone,22/6/2015,24/6/2015,1,3,2015,6,173,2
11797,Georgetown,CEW BLT,22/6/2015,24/6/2015,0,3,2015,6,173,2
11798,Georgetown,CEW Pheromone,22/6/2015,24/6/2015,0.33,3,2015,6,173,2
11799,Harrington,CEW BLT,22/6/2015,24/6/2015,0.33,3,2015,6,173,2
11800,Harrington,CEW Pheromone,22/6/2015,24/6/2015,1.66,3,2015,6,173,2
11801,Laurel,CEW BLT,22/6/2015,24/6/2015,0.33,3,2015,6,173,2
11802,Laurel,CEW Pheromone,22/6/2015,24/6/2015,3.66,3,2015,6,173,2
11803,Milford,CEW BLT,22/6/2015,24/6/2015,0,3,2015,6,173,2
11804,Milford,CEW Pheromone,22/6/2015,24/6/2015,0.33,3,2015,6,173,2
11805,Rising Sun,CEW BLT,22/6/2015,24/6/2015,0.33,3,2015,6,173,2
11806,Rising Sun,CEW Pheromone,22/6/2015,24/6/2015,0,3,2015,6,173,2
11807,Seaford,CEW BLT,22/6/2015,24/6/2015,0.33,3,2015,6,173,2
11808,Seaford,CEW Pheromone,22/6/2015,24/6/2015,0.33,3,2015,6,173,2
11809,Wyoming,CEW BLT,22/6/2015,24/6/2015,0,3,2015,6,173,2
11810,Wyoming,CEW Pheromone,22/6/2015,24/6/2015,0,3,2015,6,173,2
11811,Bridgeville,CEW BLT,25/6/2015,28/6/2015,0.25,4,2015,6,176,3
11812,Bridgeville,CEW Pheromone,25/6/2015,28/6/2015,1.5,4,2015,6,176,3
11813,Concord,CEW BLT,25/6/2015,28/6/2015,0,4,2015,6,176,3
11814,Concord,CEW Pheromone,25/6/2015,28/6/2015,0,4,2015,6,176,3
11815,Dover,CEW BLT,25/6/2015,28/6/2015,0,4,2015,6,176,3
11816,Dover,CEW Pheromone,25/6/2015,28/6/2015,0.5,4,2015,6,176,3
11817,Georgetown,CEW BLT,25/6/2015,28/6/2015,0,4,2015,6,176,3
11818,Georgetown,CEW Pheromone,25/6/2015,28/6/2015,0,4,2015,6,176,3
11819,Harrington,CEW BLT,25/6/2015,28/6/2015,0,4,2015,6,176,3
11820,Harrington,CEW Pheromone,25/6/2015,28/6/2015,0,4,2015,6,176,3
11821,Laurel,CEW BLT,25/6/2015,28/6/2015,0.25,4,2015,6,176,3
11822,Laurel,CEW Pheromone,25/6/2015,28/6/2015,1,4,2015,6,176,3
11823,Milford,CEW BLT,25/6/2015,28/6/2015,0,4,2015,6,176,3
11824,Milford,CEW Pheromone,25/6/2015,28/6/2015,0,4,2015,6,176,3
11825,Rising Sun,CEW BLT,25/6/2015,28/6/2015,0,4,2015,6,176,3
11826,Rising Sun,CEW Pheromone,25/6/2015,28/6/2015,0,4,2015,6,176,3
11827,Seaford,CEW BLT,25/6/2015,28/6/2015,0,4,2015,6,176,3
11828,Seaford,CEW Pheromone,25/6/2015,28/6/2015,0,4,2015,6,176,3
11829,Wyoming,CEW BLT,25/6/2015,28/6/2015,0,4,2015,6,176,3
11830,Wyoming,CEW Pheromone,25/6/2015,28/6/2015,0.5,4,2015,6,176,3
11831,Bridgeville,CEW BLT,29/6/2015,1/7/2015,0,3,2015,6,180,2
11832,Bridgeville,CEW Pheromone,29/6/2015,1/7/2015,1,3,2015,6,180,2
11833,Concord,CEW BLT,29/6/2015,1/7/2015,0,3,2015,6,180,2
11834,Concord,CEW Pheromone,29/6/2015,1/7/2015,0,3,2015,6,180,2
11835,Dover,CEW BLT,29/6/2015,1/7/2015,0,3,2015,6,180,2
11836,Dover,CEW Pheromone,29/6/2015,1/7/2015,0.66,3,2015,6,180,2
11837,Georgetown,CEW BLT,29/6/2015,1/7/2015,0,3,2015,6,180,2
11838,Georgetown,CEW Pheromone,29/6/2015,1/7/2015,0,3,2015,6,180,2
11839,Harrington,CEW BLT,29/6/2015,1/7/2015,0,3,2015,6,180,2
11840,Harrington,CEW Pheromone,29/6/2015,1/7/2015,1,3,2015,6,180,2
11841,Laurel,CEW BLT,29/6/2015,1/7/2015,0,3,2015,6,180,2
11842,Laurel,CEW Pheromone,29/6/2015,1/7/2015,1.33,3,2015,6,180,2
11843,Milford,CEW BLT,29/6/2015,1/7/2015,0,3,2015,6,180,2
11844,Milford,CEW Pheromone,29/6/2015,1/7/2015,0,3,2015,6,180,2
11845,Rising Sun,CEW BLT,29/6/2015,1/7/2015,0,3,2015,6,180,2
11846,Rising Sun,CEW Pheromone,29/6/2015,1/7/2015,0,3,2015,6,180,2
11847,Seaford,CEW BLT,29/6/2015,1/7/2015,0,3,2015,6,180,2
11848,Seaford,CEW Pheromone,29/6/2015,1/7/2015,0,3,2015,6,180,2
11849,Wyoming,CEW BLT,29/6/2015,1/7/2015,0,3,2015,6,180,2
11850,Wyoming,CEW Pheromone,29/6/2015,1/7/2015,0.33,3,2015,6,180,2
11851,Bridgeville,CEW BLT,2/7/2015,5/7/2015,0,4,2015,7,183,3
11852,Bridgeville,CEW Pheromone,2/7/2015,5/7/2015,1.25,4,2015,7,183,3
11853,Concord,CEW BLT,2/7/2015,5/7/2015,0,4,2015,7,183,3
11854,Concord,CEW Pheromone,2/7/2015,5/7/2015,0,4,2015,7,183,3
11855,Dover,CEW BLT,2/7/2015,5/7/2015,0.33,4,2015,7,183,3
11856,Dover,CEW Pheromone,2/7/2015,5/7/2015,2.75,4,2015,7,183,3
11857,Georgetown,CEW BLT,2/7/2015,5/7/2015,0,4,2015,7,183,3
11858,Georgetown,CEW Pheromone,2/7/2015,5/7/2015,0,4,2015,7,183,3
11859,Harrington,CEW BLT,2/7/2015,5/7/2015,0,4,2015,7,183,3
11860,Harrington,CEW Pheromone,2/7/2015,5/7/2015,0.25,4,2015,7,183,3
11861,Laurel,CEW BLT,2/7/2015,5/7/2015,0.33,4,2015,7,183,3
11862,Laurel,CEW Pheromone,2/7/2015,5/7/2015,0.5,4,2015,7,183,3
11863,Milford,CEW BLT,2/7/2015,5/7/2015,0,4,2015,7,183,3
11864,Milford,CEW Pheromone,2/7/2015,5/7/2015,0,4,2015,7,183,3
11865,Rising Sun,CEW BLT,2/7/2015,5/7/2015,0,4,2015,7,183,3
11866,Rising Sun,CEW Pheromone,2/7/2015,5/7/2015,0,4,2015,7,183,3
11867,Seaford,CEW BLT,2/7/2015,5/7/2015,0.33,4,2015,7,183,3
11868,Seaford,CEW Pheromone,2/7/2015,5/7/2015,0.75,4,2015,7,183,3
11869,Wyoming,CEW BLT,2/7/2015,5/7/2015,0,4,2015,7,183,3
11870,Wyoming,CEW Pheromone,2/7/2015,5/7/2015,0.5,4,2015,7,183,3
11871,Bridgeville,CEW BLT,6/7/2015,8/7/2015,0,3,2015,7,187,2
11872,Bridgeville,CEW Pheromone,6/7/2015,8/7/2015,0,3,2015,7,187,2
11873,Concord,CEW BLT,6/7/2015,8/7/2015,0,3,2015,7,187,2
11874,Concord,CEW Pheromone,6/7/2015,8/7/2015,0,3,2015,7,187,2
11875,Dover,CEW BLT,6/7/2015,8/7/2015,0,3,2015,7,187,2
11876,Dover,CEW Pheromone,6/7/2015,8/7/2015,3.66,3,2015,7,187,2
11877,Georgetown,CEW BLT,6/7/2015,8/7/2015,0,3,2015,7,187,2
11878,Georgetown,CEW Pheromone,6/7/2015,8/7/2015,0,3,2015,7,187,2
11879,Harrington,CEW BLT,6/7/2015,8/7/2015,0,3,2015,7,187,2
11880,Harrington,CEW Pheromone,6/7/2015,8/7/2015,0.66,3,2015,7,187,2
11881,Laurel,CEW BLT,6/7/2015,8/7/2015,0,3,2015,7,187,2
11882,Laurel,CEW Pheromone,6/7/2015,8/7/2015,0.66,3,2015,7,187,2
11883,Milford,CEW BLT,6/7/2015,8/7/2015,0,3,2015,7,187,2
11884,Milford,CEW Pheromone,6/7/2015,8/7/2015,0,3,2015,7,187,2
11885,Rising Sun,CEW BLT,6/7/2015,8/7/2015,0,3,2015,7,187,2
11886,Rising Sun,CEW Pheromone,6/7/2015,8/7/2015,0,3,2015,7,187,2
11887,Seaford,CEW BLT,6/7/2015,8/7/2015,0,3,2015,7,187,2
11888,Seaford,CEW Pheromone,6/7/2015,8/7/2015,1,3,2015,7,187,2
11889,Wyoming,CEW BLT,6/7/2015,8/7/2015,0,3,2015,7,187,2
11890,Wyoming,CEW Pheromone,6/7/2015,8/7/2015,1.33,3,2015,7,187,2
11891,Bridgeville,CEW BLT,9/7/2015,12/7/2015,0.25,4,2015,7,190,3
11892,Bridgeville,CEW Pheromone,9/7/2015,12/7/2015,2,4,2015,7,190,3
11893,Concord,CEW BLT,9/7/2015,12/7/2015,0.25,4,2015,7,190,3
11894,Concord,CEW Pheromone,9/7/2015,12/7/2015,0.75,4,2015,7,190,3
11895,Dover,CEW BLT,9/7/2015,12/7/2015,0.5,4,2015,7,190,3
11896,Dover,CEW Pheromone,9/7/2015,12/7/2015,2.75,4,2015,7,190,3
11897,Georgetown,CEW BLT,9/7/2015,12/7/2015,0,4,2015,7,190,3
11898,Georgetown,CEW Pheromone,9/7/2015,12/7/2015,0,4,2015,7,190,3
11899,Harrington,CEW BLT,9/7/2015,12/7/2015,0,4,2015,7,190,3
11900,Harrington,CEW Pheromone,9/7/2015,12/7/2015,0,4,2015,7,190,3
11901,Laurel,CEW BLT,9/7/2015,12/7/2015,0.25,4,2015,7,190,3
11902,Laurel,CEW Pheromone,9/7/2015,12/7/2015,0.25,4,2015,7,190,3
11903,Milford,CEW BLT,9/7/2015,12/7/2015,0,4,2015,7,190,3
11904,Milford,CEW Pheromone,9/7/2015,12/7/2015,0,4,2015,7,190,3
11905,Rising Sun,CEW BLT,9/7/2015,12/7/2015,0,4,2015,7,190,3
11906,Rising Sun,CEW Pheromone,9/7/2015,12/7/2015,0,4,2015,7,190,3
11907,Seaford,CEW BLT,9/7/2015,12/7/2015,0.25,4,2015,7,190,3
11908,Seaford,CEW Pheromone,9/7/2015,12/7/2015,2.25,4,2015,7,190,3
11909,Wyoming,CEW BLT,9/7/2015,12/7/2015,0,4,2015,7,190,3
11910,Wyoming,CEW Pheromone,9/7/2015,12/7/2015,2.5,4,2015,7,190,3
